0,1,2,3,4,5,6,7,8,9,10,11,12,13,__table_index__,14,15
1033,580 內湖區,碧湖段三小段87地號等土地,臺北市內湖區內湖路二段,,114/9/18,,8,10,10,,,,,73,4.5,32.5
1034,225 大安區,龍泉段一小段657地號等土地,臺北市大安區溫州街,,114/9/18,,8,,10,6,6,,,73,3,33
1035,378 大安區,龍泉段一小段896地號等土地,臺北市大安區羅斯福路三段,,114/9/18,,8,,10,6,,,5,73,1,30
數,,,,,原容大於法,,,7綠,,,,+規,,74,,
,,,,,構評,地退,震設,,慧建,障礙,贈公,,總獎勵額度,74,,
,,,,容3,,,,建築,,,,模獎,,74,,
,,,,,估,縮,計,,築,設計,設地,,,74,,
,,,,,,,,,,,,勵,,74,,
1036,531 中正區,公園段二小段202地號等土地,臺北市中正區信陽街,114/9/22,8,,10,6,4,,3.5,3.5,33.5,74,,
1037,1113 大同區,延平段一小段745地號等土地,臺北市大同區民生西路,114/10/9,8,,10,6,6,,,7.5,37.5,74,,
,,,臺北市萬華區貴陽街二段、西,,,,,,,,,,,74,,
1038,523 萬華區,直興段三小段111地號等土地,,114/10/9,8,,10,6,6,,,4.5,34.5,74,,
,,,園路一段,,,,,,,,,,,74,,
1039,646 中山區,正義段一小段296地號等土地,臺北市中山區林森北路,114/10/13,8,8,10,6,,,,5,35,74,,
1040,768 萬華區,直興段三小段243地號等土地,臺北市萬華區西園路一段,114/10/14,8,,10,6,6,,,5.5,35.5,74,,
1041,400.41 信義區,吳興段三小段36地號等土地,臺北市信義區吳興街,114/11/3,8,10,2,6,4,,,4,34,74,,
,,,臺北市北投區知行路、大度路,,,,,,,,,,,74,,
1042,394.79 北投區,關渡段三小段243地號等土地,,114/11/3,8,8,2,6,6,,,3.5,33.5,74,,
,,,三段,,,,,,,,,,,74,,
1043,255 士林區,至善段五小段378地號等土地,臺北市士林區至善路,114/11/7,6,8,2,6,6,,,6,34,74,,
1044,246 北投區,奇岩段三小段447地號等土地,臺北市北投區公館路,114/11/7,8,,,,,,,2,10,74,,
1045,248 中山區,吉林段三小段789地號等土地,臺北市中山區民生東路二段,114/11/17,8,,10,4,,5,2.03,4,33.026,74,,
1046,1194 大安區,仁愛段五小段219-6地號等土地 臺北市大安區光復南路,,114/11/17,8,10,10,6,,,,6.5,36.5,74,,
1047,413 士林區,永平段四小段705地號等土地,臺北市士林區延平北路六段,114/11/20,8,8,2,,,,,5,23,74,,
1048,291 松山區,敦化段一小段308地號等土地,臺北市松山區興安街,114/11/21,8,8,10,4,,,,3,33,74,,
1049,745 大安區,仁愛段五小段219-5地號等土地 臺北市大安區光復南路,,114/11/28,8,10,10,6,,,,4.5,34.5,74,,
