0,1,2,3,4,5,6,7,8,9,10,11,12,13,__table_index__,14,15
517,452 中山區,中山段三小段754地號等土地臺北市中山區中山北路二段,,110/8/3,8,8,4,,,,,10,30,36,,
,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,37,,
案件,,,,,,,,,,,,,時程,37,,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,4結,5基,6耐,,8智,9無,10捐,,37,,
數,,,,,,原容大於法,,,7綠,,,,+規,37,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,37,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,37,,
,,,,,,估,縮,計,,築,設計,設地,,37,,
,,,,,,,,,,,,,勵,37,,
518,971 大同區,大同段二小段616地號等土地,臺北市大同區蘭州街,,110/8/5,8,8,4,6,4,,,10,37,40,
519,820 士林區,永新段二小段547地號等土地,臺北市士林區延平北路六段,失其效力,110/8/9,8,10,2,6,6,,,10,37,40,
520,131 士林區,福林段一小段214地號等土地,臺北市士林區福林路,失其效力,110/8/9,8,,2,,,,,8,37,18,
521,2362 中正區,中正段一小段438地號等土地,臺北市中正區紹興南街,,110/8/9,8,8,2,6,,,,10,37,34,
,,,臺北市大安區龍泉里和平東路,,,,,,,,,,,37,,
522,73 大安區,金華段二小段369地號等土地,,,110/8/9,6,,,,,,,8,37,14,
,,,一段,,,,,,,,,,,37,,
523,462 大同區,大龍段一小段224地號等土地,臺北市大同區承德路三段,失其效力,110/8/9,8,,2,6,6,3,,10,37,35,
524,805.34 士林區,天玉段一小段974地號等土地,臺北市士林區中山北路段,,110/8/12,8,8,,,,,,10,37,26,
525,859 中山區,正義段二小段437地號等土地,臺北市林森北路,,110/8/12,8,10,2,8,,3,,10,37,40,
526,290 中山區,中山段一小段339地號等土地,臺北市中山區雙城街,,110/8/13,8,,2,4,,3,,10,37,27,
527,398 北投區,立農段三小段411地號等土地,臺北市尊賢街,,110/8/13,8,8,10,,4,,,10,37,40,
528,199 大安區,龍泉段一小段116地號等土地,臺北市大安區新生南路三段,,110/8/20,6,,4,8,8,3,,8,37,37,
529,825.68 松山區,敦化段四小段17地號等土地,臺北市松山區復興北路,,110/8/20,8,,10,6,6,,,10,37,40,
530,441 北投區,立農段一小段391地號等土地,臺北市北投區承德路七段,,110/8/20,8,8,2,6,6,,,10,37,40,
531,146 北投區,振興段三小段440地號等土地,臺北市北投區裕民六路,,110/8/23,8,8,10,4,,,,6.5,37,36.5,
數,,,,,,原容大於法,,,,7綠,,,,38,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,38,,總獎勵額度
,,,,,,容3,,,,建築,,,,38,模獎,
,,,,,,,估,縮,計,,築,設計,設地,38,,
,,,,,,,,,,,,,,38,勵,
532,1137 文山區,景美段五小段40地號等土地,臺北市文山區車前路,,110/8/24,,8,8,2,6,6,,,38,10,40
533,1956 中山區,長春段三小段307地號等土地,臺北市南京東路二段,,110/8/27,17928.461,6,,10,6,6,,,38,10,38
534,560 信義區,雅祥段四小段309地號等土地,臺北市信義區松隆路,,110/8/27,,8,8,10,6,,,,38,10,40
535,92 北投區,秀山段二小段323地號等土地,臺北市北投區杏林三路,失其效力,110/8/30,,8,,,,,,,38,8,16
536,315 內湖區,碧湖段三小段454-2地號等土地 臺北市內湖區麗山街,,失其效力,110/9/2,,8,,6,6,6,4,,38,10,40
537,224.92 大同區,圓環段三小段250地號等土地,臺北市大同區平陽街,,110/9/2,,8,,,,,,,38,10,18
538,570 中山區,中山段三小段681地號等土地,臺北市中山區中山北路二段,,110/9/6,10,8,10,2,,,,,38,10,40
539,504 士林區,陽明段二小段224地號等土地,臺北市士林區中正區中正路,,110/9/6,,8,8,4,8,8,3,,38,10,40
540,329 中山區,中山段三小段648地號等土地,臺北市中山北路二段,,110/9/6,,8,,10,6,6,,,38,10,40
541,192 松山區,敦化段三小段589-9地號等土地 臺北市松山區復興南路一段,,,110/9/8,,8,,,,,,,38,8,16
542,1184 中山區,吉林段三小段228地號等土地,臺北市中山區新生北路二段,,110/9/8,,8,8,2,6,6,,,38,10,40
543,95 大同區,大同段二小段655地號等土地,臺北市大同區蘭州街,,110/9/10,,8,,2,2,,,,38,8,20
544,401 大同區,大同段一小段422地號等土地,臺北市大同區昌吉街,失其效力,110/9/13,,8,10,2,6,4,,,38,10,40
545,446 中正區,南海段四小段374地號等土地,臺北市中正區南昌路一段,,110/9/13,,8,,2,6,4,,,38,10,30
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,39,,
案件,,,,,,,,,,,,,,39,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,39,,
數,,,,,,原容大於法,,,,7綠,,,,39,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,39,,總獎勵額度
,,,,,,容3,,,,建築,,,,39,模獎,
,,,,,,,估,縮,計,,築,設計,設地,39,,
,,,,,,,,,,,,,,39,勵,
546,222 大同區,圓環段三小段690地號等土地,臺北市大同區重慶北路二段,,110/9/13,,8,,4,,,,,39,10,22
547,753 士林區,天母段三小段39地號等土地,臺北市士林區天母北路,,110/9/14,,8,8,2,6,6,,,39,10,40
548,739 內湖區,康寧段三小段568-2地號等土地 臺北市內湖區康寧路一段,,,110/9/15,,8,8,2,6,6,,,39,10,40
549,563 大同區,大同段一小段601地號等土地,臺北市大同區民族西路,,110/9/15,,8,10,2,6,6,,,39,10,40
550,999 北投區,文林段五小段308地號等土地,臺北市北投區承德路七段,,110/9/15,,8,8,4,6,,4,,39,10,40
551,252 松山區,敦化段二小段318地號等土地,臺北市松山區復興北路,,110/9/16,,8,8,10,,,3,,39,10,39
552,183 中山區,德惠段二小段1013地號等土地,臺北市中山區松江路,失其效力,110/9/16,,8,,10,6,6,,,39,8,38
553,100 北投區,振興段三小段324地號等土地,臺北市北投區裕民里懷德街,,110/9/17,,8,,,,,,,39,8,16
554,349 中正區,中正段二小段215地號等土地,臺北市中正區杭州南路一段,,110/9/17,,8,8,4,6,4,,,39,10,40
,,,,三德大飯,,,,,,,,,,39,,
555,1859 大同區,大同段二小段16-1地號等土地,臺北市大同區承德路三段,,110/9/22,14013.14,8,8,10,6,,,,39,10,40
,,,,店,,,,,,,,,,39,,
556,650 大安區,金華段三小段56地號等土地,臺北市大安區金山南路二段,,110/9/22,2043.8,8,8,2,,,,0.61,39,10,28.61
557,434 士林區,蘭雅段一小段345地號等土地,臺北市士林區磺溪街,,110/9/22,,6,8,2,6,8,,,39,10,40
558,225 大同區,大龍段二小段178地號等土地,臺北市大同區哈密街,,110/9/23,,8,,2,,,,,39,10,20
559,243 中山區,吉林段四小段794地號等土地,臺北市中山區新生北路二段,,110/9/23,,8,,2,,,,,39,10,20
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,40,,
案件,,,,,,,,,,,,,,40,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,40,,
數,,,,,,原容大於法,,,,7綠,,,,40,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,40,,總獎勵額度
,,,,,,容3,,,,建築,,,,40,模獎,
,,,,,,,估,縮,計,,築,設計,設地,40,,
,,,,,,,,,,,,,,40,勵,
560,400 萬華區,漢中段三小段895地號等土地,臺北市萬華區永福街,,110/9/23,,8,,4,6,4,3,,40,10,35
561,1430 士林區,蘭雅段三小段311地號等土地,臺北市士林區文林路,,110/9/23,,8,10,2,,6,4,,40,10,40
562,442 大安區,懷生段四小段451地號等土地,臺北市大安區新生南路一段,,110/9/24,,8,8,4,6,,4,,40,10,40
563,398 萬華區,雙園段一小段287地號等土地,臺北市萬華區興義街,失其效力,110/10/5,,8,8,4,6,2,3,,40,10,40
564,372 信義區,吳興段三小段64地號等土地,臺北市信義區六合紫雲街,,110/10/6,,6,8,4,6,6,,,40,10,40
565,205 中山區,正義段四小段383地號等土地,臺北市中山區安西路,,110/10/6,,8,,2,2,6,3,1.94,40,10,32.94
566,309 萬華區,青年段一小段196地號等土地,臺北市萬華區萬大路,,110/10/8,,8,,2,,,,,40,10,20
567,159 大安區,龍泉段一小段896-1地號等土地 臺北市大安區羅斯福路三段,,,110/10/15,,8,,2,8,6,,,40,8,32
568,930.84 北投區,行義段二小段672地號等土地,臺北市北投區行義路,,110/10/17,,8,8,4,6,4,,,40,10,40
569,1772 北投區,大業段四小段57地號等土地,臺北市北投區中央南路一段,,110/10/17,,8,8,2,6,6,,,40,10,40
570,277 信義區,雅祥段四小段217地號等土地,臺北市信義區督敦厚里松隆路,,110/10/18,,8,,10,6,6,,,40,10,40
571,297 松山區,寶清段四小段18地號等土地,臺北市松山區南京東路五段,,110/10/21,,8,,2,6,6,3,5,40,10,40
572,371 萬華區,莒光段一小段528地號等土地,臺北市萬華區中華路二段,失其效力,110/10/25,,8,,2,4,,,,40,10,24
573,213 士林區,天母段一小段215地號等土地,臺北市士林區中山北路六段,,110/10/25,,8,,6,6,6,4,,40,8,38
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,41,,
案件,,,,,,,,,,,,,,41,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,41,,
數,,,,,,原容大於法,,,,7綠,,,,41,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,41,,總獎勵額度
,,,,,,容3,,,,建築,,,,41,模獎,
,,,,,,,估,縮,計,,築,設計,設地,41,,
,,,,,,,,,,,,,,41,勵,
574,302 大同區,文昌段二小段549地號等土地,臺北市大同區延平北路四段,,110/10/26,1332.5,8,,2,8,4,4,,41,10,36
575,890 中山區,中山段三小段319地號等土地,臺北市中山區中山北路二段,失其效力,110/10/29,,8,8,2,6,6,,,41,10,40
576,104 中山區,吉林段三小段575地號等土地,臺北市中山區吉林路,,110/10/29,,8,,2,4,6,,,41,6,26
577,902 信義區,三興段三小段523地號等土地,臺北市信義區嘉興街,,110/10/29,,8,8,2,6,6,,,41,10,40
578,197.32 士林區,芝蘭段一小段316地號等土地,臺北市士林區東山里德行東路,,110/10/31,396.39,8,,4,4,6,,5,41,8,35
579,417 文山區,興安段二小段347地號等土地,臺北市文山區興隆路二段,失其效力,110/11/5,,8,8,4,4,,,,41,10,34
580,597 大安區,大安段三小段220地號等土地,臺北市大安區四維路,,110/11/5,,8,10,4,,6,3,,41,10,40
581,201 文山區,萬慶段三小段297地號等土地,臺北市文山區羅斯福路六段,,110/11/5,,8,,10,6,6,,,41,10,40
582,803 中山區,榮星段五小段204地號等土地,臺北市中山區合江街,,110/11/5,2126.84,8,10,,,,,,41,10,28
583,577 萬華區,華江段三小段473-14地號等土地 臺北市萬華區和平西路三段,,,110/11/8,,8,8,2,8,,4,,41,10,40
584,818.59 北投區,崇仰段一小段398-9地號等土地 臺北市北投區奇岩段路,,,110/11/8,,8,8,4,8,,3,,41,10,40
585,357 文山區,興隆段三小段726地號等土地,臺北市文山區萬盛街,,110/11/8,,8,8,4,6,,4,,41,10,40
586,361 大安區,復興段三小段488地號等土地,臺北市大安區四維路,失其效力,110/11/9,,8,8,4,6,4,,,41,10,40
,,,,,,,,,,,,,,41,,166.02%
587,270 士林區,芝山段一小段743地號等土地,臺北市士林區至誠路一段,,110/11/9,,8,,2,6,2,,,41,8,
,,,,,,,,,,,,,,41,,原容1.15
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,42,,
案件,,,,,,,,,,,,,,42,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,42,,
數,,,,,,原容大於法,,,,7綠,,,,42,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,42,,總獎勵額度
,,,,,,容3,,,,建築,,,,42,模獎,
,,,,,,,估,縮,計,,築,設計,設地,42,,
,,,,,,,,,,,,,,42,勵,
588,297 大同區,大龍段一小段592地號等土地,臺北市大同區哈密街,,110/11/11,,8,8,2,6,,,,42,10,34
,,,,西華大飯,,,,,,,,,,42,,727.25%
589,3468 松山區,敦化段五小段21地號等土地,臺北市松山區民生東路三段,,110/11/11,,8,10,4,8,6,,,42,10,
,,,,店,,,,,,,,,,42,,原容1.15
590,172 文山區,萬隆段二小段285地號等土地,臺北市文山區萬隆街,,110/11/11,,8,,,,,,,42,6,14
591,826 南港區,玉成段五小段313地號等土地,臺北市南港區成福路,,110/11/12,,8,8,2,6,6,,,42,10,40
592,620 萬華區,雙園段一小段736地號等土地,臺北市萬華區西園路二段,,110/11/12,,8,10,2,,,,,42,10,30
593,375 松山區,敦化段二小段180地號等土地,臺北市松山區八德路二段,,110/11/17,10,8,8,2,,,3,,42,10,40
594,90 南港區,中南段一小段257地號等土地,臺北市南港區中南街,失其效力,110/11/22,,8,,4,,,,,42,6,18
595,140 中山區,正義段一小段353地號等土地,臺北市中山區長安東路一段,失其效力,110/11/24,,8,,,,,,,42,8,16
596,236.73 北投區,桃源段四小段162地號等土地,臺北市北投區中央北路三段,,110/11/24,,6,,,,,,,42,10,16
597,249 中山區,吉林段三小段1002地號等土地,臺北市中山區林森北路,,110/11/26,,8,,,,,,,42,10,18
598,208 文山區,公訓段三小段305地號等土地,臺北市文山區興隆路三段,失其效力,110/11/26,,8,,6,6,6,4,,42,10,40
599,211 中正區,河堤段六小段588地號等土地,臺北市中正區廈門街,,110/11/26,,8,,2,10,6,,,42,10,36
600,1187 中正區,臨沂段三小段2地號等土地,臺北市中正區新生南路一段,失其效力,110/11/30,,8,8,10,6,,,,42,10,40
601,1018.96 中正區,南海段五小段702地號等土地,臺北市中正區和平西路二段,,110/11/30,,8,8,2,6,6,,,42,10,40
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,43,,
案件,,,,,,,,,,,,,,43,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,43,,
數,,,,,,原容大於法,,,,7綠,,,,43,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,43,,總獎勵額度
,,,,,,容3,,,,建築,,,,43,模獎,
,,,,,,,估,縮,計,,築,設計,設地,43,,
,,,,,,,,,,,,,,43,勵,
602,329 中正區,中正段一小段11地號等土地,臺北市中正區泰安街,,110/12/2,10,8,,2,6,,4,,43,10,40
603,919.66 信義區,三興段三小段58地號等土地,臺北市信義區嘉興街,,110/12/6,,8,8,4,6,,4,,43,10,40
604,344 大同區,橋北段三小段630地號等土地,臺北市大同區延平北路三段,失其效力,110/12/8,,8,10,4,6,2,,,43,10,40
,,,臺北市內湖區港華里環山路二,,,,,,,,,,,43,,
605,187 內湖區,碧湖段四小段165地號等土地,,失其效力,110/12/10,,8,,10,,,,,43,8,26
,,,段,,,,,,,,,,,43,,
,,,,,,,,,,,,,,43,,346.44%原容
606,498 松山區,敦化段一小段676地號等土地,臺北市松山區南京東路三段,,110/12/10,1390.92,8,8,,,,,,43,10,
,,,,,,,,,,,,,,43,,1.15
607,592 松山區,敦化段一小段599地號等土地,臺北市松山區南京東路三段,失其效力,110/12/10,,8,,10,,6,,,43,10,34
608,397 萬華區,漢中段二小段5-14地號等土地,臺北市萬華區貴陽街二段,,110/12/10,,8,,2,6,6,,,43,10,32
609,934 大安區,仁愛段六小段265地號等土地,臺北市大安區忠孝東路,,110/12/10,,8,8,10,6,,4,,43,10,40
610,351 大安區,仁愛段二小段668地號等土地,臺北市大安區安和路一段,,110/12/10,,8,8,4,6,,4,,43,10,40
611,1271 信義區,三興段一小段537地號等土地,臺北市信義區基隆路二段,,110/12/10,,8,,2,8,8,4,,43,10,40
612,1387 松山區,美仁段一小段459地號等土地,臺北市松山區南京東路四段,,110/12/13,6454.37,6,,4,6,6,,,43,10,32
613,97 中山區,吉林段四小段385地號等土地,臺北市中山區中原街,失其效力,110/12/15,,8,,,,,,,43,8,16
614,305 內湖區,康寧段一小段115地號等土地,臺北市大湖山莊街,失其效力,110/12/16,,6,,10,4,6,4,,43,10,40
615,190 中山區,正義段三小段581地號等土地,臺北市中山區中山北路一段,失其效力,110/12/16,,8,,4,,,,,43,8,20
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,44,,
案件,,,,,,,,,,,,,,44,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,44,,
數,,,,,,原容大於法,,,,7綠,,,,44,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,44,,總獎勵額度
,,,,,,容3,,,,建築,,,,44,模獎,
,,,,,,,估,縮,計,,築,設計,設地,44,,
,,,,,,,,,,,,,,44,勵,
616,358.52 南港區,新光段二小段277地號等土地,臺北市南港區成福路,,110/12/19,,8,8,2,6,6,,,44,9,39
617,492 中正區,南海段五小段546地號等土地,臺北市中正區中華路二段,,110/12/21,1705.15,8,,4,4,4,3,,44,10,33
618,284 松山區,美仁段一小段768地號等土地,臺北市松山區南京東路四段,,110/12/21,,8,8,2,6,6,,,44,10,40
619,142 松山區,美仁段一小段767地號等土地,臺北市松山區南京東路四段,,110/12/26,,8,,6,6,,,,44,8,28
620,257 中正區,城中段一小段183地號等土地,臺北市中正區漢口街一段,,110/12/30,,8,,4,4,6,,,44,8,30
621,259 中正區,南海段三小段359地號等土地,臺北市忠孝東路四段,,111/1/6,,8,,6,6,6,,,44,10,36
622,86 松山區,延吉段一小段339地號等土地,臺北市松山區光復南路,,111/1/6,,8,,,,,,,44,8,16
623,708 內湖區,文德段二小段138-11地號等土地 臺北市內湖區文德路,,,111/1/6,,8,8,2,6,6,,,44,10,40
624,83 士林區,光華段四小段61地號等土地,臺北市士林區文林路,,111/1/6,,8,,,,,,,44,6,14
625,419.88 北投區,行義段四小段318-1地號等土地 臺北市北投區石牌路段,,,111/1/7,,8,8,,,,,,44,9,25
626,181.85 中山區,長春段一小段776地號等土地,臺北市中山區遼寧街,失其效力,111/1/10,,8,,6,6,6,,,44,8,34
627,390 萬華區,雙園段三小段16地號等土地,臺北市萬華區西園路二段,,111/1/10,,8,10,2,6,4,,,44,10,40
628,453 松山區,寶清段四小段579地號等土地,臺北市松山區南京東路五段,失其效力,111/1/10,,8,8,4,4,4,3,,44,9,39
629,198 中山區,吉林段一小段290地號等土地,臺北市中山區松江路,,111/1/12,,8,8,4,6,4,,,44,10,40
數,,,,,,原容大於法,,,,7綠,,,,45,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,45,,總獎勵額度
,,,,,,容3,,,,建築,,,,45,模獎,
,,,,,,,估,縮,計,,築,設計,設地,45,,
,,,,,,,,,,,,,,45,勵,
630,467 大安區,學府段二小段391地號等土地,臺北市大安區和平東路二段,,111/1/13,,8,,2,8,4,3,5,45,10,40
631,215 中正區,南海段四小段388地號等土地,臺北市中正區南海路,,111/1/20,,8,,4,6,4,,,45,10,32
632,386 中正區,臨沂段一小段614地號等土地,臺北市中正區濟南路二段,,111/1/20,,8,8,2,6,6,,,45,8.5,38.5
633,726.65 北投區,崇仰段三小段208地號等土地,臺北市北投區石牌路二段,,111/1/20,,8,8,2,6,6,,,45,10,40
634,168 萬華區,龍山段一小段201地號等土地,臺北市萬華區西昌街,,111/2/8,,8,,10,6,6,,,45,8,38
635,96 大同區,大同段一小段816地號等土地,臺北市大同區昌吉街,,111/2/9,,8,,10,4,,,,45,6,28
636,889 信義區,吳興段一小段510地號等土地,臺北市信義區吳興街,,111/2/11,,8,10,2,6,,4,,45,10,40
637,398 大安區,復興段二小段360地號等土地,臺北市大安區仁愛路四段,,111/2/15,,8,,10,6,6,,,45,10,40
638,479 中山區,吉林段二小段783地號等土地,臺北市中山區南京東路二段,失其效力,111/2/17,,8,,10,6,6,,,45,9,39
639,217 萬華區,莒光段一小段408地號等土地,臺北市萬華區中華路二段,,111/2/17,,8,,2,,,,,45,8,18
640,1395.92 士林區,天山段一小段59-1地號等土地,臺北市中山區中山北路七段,,111/2/17,,6,8,4,6,6,,,45,10,40
641,1047 萬華區,雙園段一小段282-1地號等土地 臺北市萬華區義興街,,,111/2/18,,6,10,4,8,,3,,45,10,40
642,608 文山區,實踐段一小段309地號等土地,臺北市文山區光輝路,,111/2/18,,8,8,10,,,4,,45,9.6,39.603
643,891 中山區,長安段四小段50地號等土地,臺北市建國北路一段,,111/2/23,,8,10,2,6,4,,,45,10,40
,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,46,,
案件,,,,,,,,,,,,,時程,46,,
,基地面積(㎡)行政區,地段地號門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,,46,,
數,,,,,原容大於法,,,,7綠,,,,+規,46,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,46,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,46,,
,,,,,,估,縮,計,,築,設計,設地,,46,,
,,,,,,,,,,,,,勵,46,,
644,345.82 大安區,復興段三小段118-1地號等土地 臺北市大安區大安路一段,失其效力,111/2/25,10,8,,2,4,6,,,10,46,40,
645,908 中正區,城中段一小段370地號等土地臺北市中正區博愛路,,111/3/3,,8,,,,,,,10,46,18,
,,,,,,,,,,,,,,46,126.86%,
646,413 松山區,敦化段一小段691地號等土地臺北市松山區南京東路三段,,111/3/6,1190.92,8,8,4,,,,,9,46,,
,,,,,,,,,,,,,,46,原容1.15,
647,576 北投區,新民段四小段208地號等土地臺北市北投區幽雅路,失其效力,111/3/10,,8,8,4,6,,4,,9,46,39,
648,193 大同區,文昌段一小段459地號等土地臺北市大同區迪化街二段,失其效力,111/3/10,,8,,2,,,,,8,46,18,
649,168 文山區,木柵段一小段772地號等土地臺北市文山區木柵里久康街,,111/3/10,,8,,2,,,,,8,46,18,
650,730 中山區,吉林段五小段209地號等土地臺北市中山區南京東路二段,,111/3/10,,8,8,2,6,6,,,10,46,40,
651,167 松山區,民生段30-8地號等土地臺北市松山區新東街,,111/3/10,,8,,2,6,,,,6,46,22,
652,240 萬華區,萬大段一小段458地號等土地臺北市萬華區東園街,,111/3/16,,8,,,,,,,10,46,18,
653,916 信義區,三興段一小段1065地號等土地臺北市信義區嘉興街,,111/3/16,,8,,2,8,8,4,,10,46,40,
654,261 大同區,橋北段一小段505地號等土地臺北市大同區迪化街二段,失其效力,111/3/17,,8,,,,,,,8,46,16,
655,883.91 內湖區,文德段一小段110-3地號等土地 臺北市內湖區成功路三段,,111/3/17,,8,8,2,8,6,,,10,46,40,
656,717 內湖區,潭美段四小段94地號等土地臺北市內湖區新明路,,111/3/22,,8,8,4,,6,4,,10,46,40,
657,136.46 中正區,中正段二小段246-1地號等土地 臺北市中正區杭州南路一段,,111/3/22,,8,,4,6,,,,8,46,26,
,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,47,,
案件,,,,,,,,,,,,,時程,47,,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,4結,5基,6耐,,8智,9無,10捐,,47,,
數,,,,,,原容大於法,,,7綠,,,,+規,47,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,47,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,47,,
,,,,,,估,縮,計,,築,設計,設地,,47,,
,,,,,,,,,,,,,勵,47,,
658,328 文山區,萬芳段一小段146地號等土地,臺北市文山區萬利街,,111/3/29,8,,10,6,,,,8.5,47,32.5,
659,1364.63 士林區,華岡段一小段232地號等土地,臺北市士林區大亨路,,111/3/31,6,,,,,,,10,47,16,
660,144 大安區,仁愛段三小段24地號等土地,臺北市大安區延吉街,,111/4/6,8,,6,2,6,,,8,47,30,
661,4396.1 北投區,新民段四小段213-7地號等土地 臺北市北投區幽雅路,,,111/4/20,8,8,4,6,,,,10,47,36,
662,462 大同區,大龍段一小段224地號等土地,臺北市大同區承德路三段,,111/4/22,8,,2,6,6,4,,9,47,35,
663,918 萬華區,莒光段二小段462地號等土地,臺北市萬華區莒光路,,111/4/22,8,8,2,,8,3,,10,47,39,
664,220 內湖區,文德段二小段544地號等土地,臺北市內湖區文德路,,111/4/29,6,,2,2,,,,10,47,20,
665,844 文山區,木柵段一小段550地號等土地,臺北市文山區木柵路三段,,111/4/29,8,,10,6,6,,,10,47,40,
666,606 大同區,延平段一小段291地號等土地,臺北市大同區保安街,,111/4/29,8,,2,6,,3,,10,47,29,
667,1690.31 大同區,迪化段二小段254地號等土地,臺北市大同區延平北路二段,,111/4/29,8,,10,6,6,,,10,47,40,
668,563 大安區,龍泉段一小段961地號等土地,臺北市大安區辛亥路一段,,111/4/29,8,8,2,6,6,,,9.5,47,39.5,
669,1300 松山區,寶清段一小段582地號等土地,臺北市松山區南京東路五段,,111/4/29,8,,10,6,6,,,10,47,40,
,,,,,,,,,,,,,,47,88.61%,
670,250 士林區,百齡段五小段139地號等土地,臺北市士林區劍潭路,,111/4/29,694.036,,2,,,,,10,47,,
,,,,,,,,,,,,,,47,原容1.15,
671,802 中正區,福和段一小段536地號等土地,臺北市中正區羅斯福路三段,,111/5/9,8,,4,6,6,4,,10,47,38,
,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,,48,,
案件,,,,,,,,,,,,,時程,48,,
,基地面積(㎡)行政區,地段地號門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,,48,,
數,,,,,原容大於法,,,,7綠,,,,+規,48,,
,,,,,,構評,地退,震設,,慧建,障礙,贈公,,48,總獎勵額度,
,,,,,容3,,,,建築,,,,模獎,48,,
,,,,,,估,縮,計,,築,設計,設地,,48,,
,,,,,,,,,,,,,勵,48,,
,,,,,,,,,,,,,,48,416.96%,
672,550 大安區,懷生段三小段458地號等土地臺北市大安區忠孝東路三段,,111/5/10,1874.9,8,8,2,6,,,,10,48,,
,,,,,,,,,,,,,,48,原容1.15,
673,263 北投區,新民段三小段236-2地號等土地 臺北市北投區珠海路,,111/5/10,,6,8,2,6,,,5,8,48,35,
674,776 士林區,百齡段一小段169地號等土地臺北市士林區承德路四段,,111/5/10,,8,8,2,6,6,,,10,48,40,
675,3323 文山區,木柵段三小段412-1地號等土地 臺北市文山區忠順街二段,,111/5/13,,8,10,2,6,6,,,10,48,40,
676,157 大安區,金華段二小段854地號等土地臺北市大安區潮州街,,111/5/24,,8,,10,6,,,,6,48,30,
677,576.23 士林區,蘭雅段二小段579地號等土地臺北市士林區福國路,,111/5/25,,8,8,2,6,6,,,9.5,48,39.5,
678,434 中正區,城中段二小段421地號等土地臺北市中正區博愛路,,111/5/31,,8,,,,,,,9,48,17,
679,179 中山區,正義段二小段494地號等土地臺北市中山區長安東路一段,,111/5/31,10,8,,10,2,,,,6,48,36,
680,403 萬華區,華中段二小段106地號等土地臺北市萬華區德昌街,,111/6/23,,8,,4,,,,,10,48,22,
681,1548 信義區,犁和段二小段316地號等土地臺北市信義區崇德街,,111/6/23,,8,8,4,8,,3,,10,48,40,
682,590 中山區,長春段一小段770地號等土地臺北市中山區遼寧街,,111/6/23,,8,8,10,6,,,,9.5,48,39.5,
683,257 中山區,正義段三小段732地號等土地臺北市中山區中山北路一段,,111/6/23,,8,,10,6,6,,,8,48,38,
684,357 萬華區,漢中段二小段166地號等土地臺北市萬華區西寧南路,,111/6/30,,8,,10,6,6,,,8.5,48,38.5,
685,750 大安區,通化段六小段312地號等土地臺北市大安區安和路二段,,111/6/30,,8,8,2,6,6,,,10,48,40,
,,,,,,,,容積獎勵項目及額度(%)-依核准函為準,,,,,,49,,
案件,,,,,,,,,,,,,,49,時程,
,基地面積(㎡)行政區,地段地號,門牌地址,備註,核准日期,,4結,5基,6耐,,8智,9無,10捐,49,,
數,,,,,,原容大於法,,,,7綠,,,,49,+規,
,,,,,,,構評,地退,震設,,慧建,障礙,贈公,49,,總獎勵額度
,,,,,,容3,,,,建築,,,,49,模獎,
,,,,,,,估,縮,計,,築,設計,設地,49,,
